Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2017,"Lafayette Parish, LA",22055,3339,28.22,38.41,38.62,3254.73,26.64,14.98,7139950,47467,241534,137531,50263,11464821,182533
2016,"Lafayette Parish, LA",22055,3369,27.84,38.39,38.65,3267.51,26.54,14.71,6940288,45411,241209,138409,49155,10953503,182594
2018,"Lafayette Parish, LA",22055,3242,28.42,38.24,38.31,3235.51,27.11,13.86,7564928,50273,242782,139645,52071,12205411,185831
2016,"Livingston Parish, LA",22063,1921,27.32,38.35,38.37,3272.8,27.98,10.81,3692499,37428,139970,28613,36914,5238811,42894
2018,"Livingston Parish, LA",22063,1771,27.37,38.2,38.32,3252.71,27.81,11.2,4010057,40658,139567,30272,38055,5674450,46238
2017,"Livingston Parish, LA",22063,1828,27.43,38.24,38.37,3245.16,27.67,10.91,3816912,39068,138038,29689,37392,5392926,45212
2018,"Orleans Parish, LA",22071,4656,29.09,38.09,38.33,3107.58,27.08,11.23,11703912,52004,391006,219795,57206,20333723,288743
2017,"Orleans Parish, LA",22071,4619,28.97,38.16,38.36,3120.89,27.21,10.99,11260956,49436,391538,216279,55999,19356079,282839
2016,"Orleans Parish, LA",22071,4835,28.75,38.22,38.36,3141.12,26.97,10.7,10874531,48148,391977,216601,54939,18872769,280791
2017,"Ouachita Parish, LA",22073,2152,26.66,37.86,37.94,3114.78,28.99,11.64,3515032,39135,155757,75457,44162,6095608,98101
2016,"Ouachita Parish, LA",22073,2224,26.61,37.85,37.95,3127.2,28.72,11.5,3454174,38535,156917,75964,43017,6046772,98850
2018,"Ouachita Parish, LA",22073,2063,27.1,37.82,37.8,3093.91,29.12,11.6,3625955,41053,154475,75367,45212,6341693,98547
2018,"Rapides Parish, LA",22079,1717,26.85,38.07,35.5,3153.45,28.03,10.82,3231018,46090,130562,61024,52235,6017578,75696
2017,"Rapides Parish, LA",22079,1724,26.7,38.12,35.75,3153.02,27.76,10.83,3139703,44128,131282,61170,50886,5793191,75496
2016,"Rapides Parish, LA",22079,1840,26.42,38.19,37.65,3163.98,27.55,10.64,3107235,43396,131878,62395,49991,5722916,76179
2018,"St. Tammany Parish, LA",22103,2932,29.12,38.31,38.5,3263.36,27.0,11.29,10760562,62366,258111,95810,58682,16097328,142634
2017,"St. Tammany Parish, LA",22103,2865,29.1,38.29,38.47,3270.15,26.76,10.93,10081647,58848,255820,94976,55656,15054619,140511
2016,"St. Tammany Parish, LA",22103,3089,28.77,38.28,38.43,3263.82,26.55,10.97,9248439,55434,252389,94360,50709,13990820,138284
2017,"Tangipahoa Parish, LA",22105,1986,27.0,38.21,38.32,3176.75,28.38,10.46,2920105,37474,132322,47405,39353,4958676,64968
2018,"Tangipahoa Parish, LA",22105,1916,26.97,38.39,38.39,3187.49,28.42,11.22,3064278,38974,133777,47451,39826,5213875,65454
2016,"Tangipahoa Parish, LA",22105,1984,26.59,38.17,38.24,3182.57,28.19,10.53,2840339,36690,130657,45920,38735,4793788,62727
2016,"Terrebonne Parish, LA",22109,1570,27.12,38.02,38.32,3171.38,28.65,12.49,2684101,39210,112957,54715,53701,4429077,67680
2018,"Terrebonne Parish, LA",22109,1506,26.95,37.97,38.12,3181.47,29.48,12.79,2674377,41504,111021,53073,54384,4607770,66609
2017,"Terrebonne Parish, LA",22109,1544,27.06,37.99,38.16,3147.05,28.5,12.75,2574644,39379,111691,52881,52501,4398304,66052
2018,"Androscoggin County, ME",23001,1240,28.5,38.68,38.86,3310.37,28.74,12.14,2672357,41528,107679,52292,49019,4471723,63344
2016,"Androscoggin County, ME",23001,1247,27.81,38.79,39.01,3328.66,28.28,12.11,2456705,38311,107404,51989,45988,4114722,62433
2017,"Androscoggin County, ME",23001,1241,28.38,38.84,39.05,3329.48,28.32,11.85,2556932,39600,107569,51900,47438,4259690,62683
2018,"Cumberland County, ME",23005,2717,31.2,38.68,38.78,3348.32,26.7,14.13,11567309,62523,293557,199752,57551,18354163,253715
2016,"Cumberland County, ME",23005,2830,30.64,38.82,38.98,3373.28,26.48,12.72,10414585,56418,291138,191915,53841,16425314,242923
2017,"Cumberland County, ME",23005,2733,30.85,38.75,38.85,3359.75,26.25,12.35,11056391,59331,292344,196041,55938,17345099,248548
2016,"Kennebec County, ME",23011,1164,27.86,38.66,38.94,3360.34,28.27,13.02,3045576,41907,121470,63227,47640,5090416,77358
2018,"Kennebec County, ME",23011,1161,28.47,38.71,38.96,3319.15,28.81,12.96,3271407,44940,122083,63995,50683,5486404,78724
2017,"Kennebec County, ME",23011,1132,28.17,38.56,38.81,3319.82,28.53,12.61,3162255,43096,121929,63567,49324,5254659,77953
2016,"Penobscot County, ME",23019,1483,28.26,38.63,38.75,3374.66,27.84,13.07,3438266,38781,151282,74519,45088,5866830,90409
2017,"Penobscot County, ME",23019,1433,28.53,38.63,38.68,3344.38,27.87,13.46,3574464,39976,151190,74482,46639,6044013,90783
2018,"Penobscot County, ME",23019,1376,28.48,38.54,38.59,3350.69,28.53,13.95,3745231,42053,151096,75434,48282,6354094,92177
2016,"York County, ME",23031,1898,29.12,38.61,38.85,3357.16,27.55,12.46,6183874,47736,202663,75364,47730,9674240,104496
2018,"York County, ME",23031,1865,29.47,38.63,38.82,3341.72,27.55,13.3,6853979,52068,206229,78334,51059,10737941,108962
2017,"York County, ME",23031,1812,29.07,38.64,38.81,3348.42,27.56,12.37,6526618,49665,204513,76996,49451,10157179,106839
2017,"Anne Arundel County, MD",24003,6898,30.2,38.51,38.7,3297.57,26.69,10.06,25430534,64519,571592,334055,72142,36878491,410968
2018,"Anne Arundel County, MD",24003,6781,30.55,38.51,38.71,3295.17,26.93,10.57,26627259,67363,576031,338956,74201,38803403,418428
2016,"Anne Arundel County, MD",24003,6967,30.09,38.57,38.77,3303.94,26.64,9.86,24638118,62866,567665,330350,71278,35687108,404361
2017,"Baltimore County, MD",24005,9844,29.91,38.37,38.49,3238.55,27.25,10.81,30527050,58638,828603,401592,58805,48587420,525330
2016,"Baltimore County, MD",24005,9838,29.75,38.43,38.57,3258.67,27.05,9.96,29991902,57199,828616,400087,58438,47396114,520752
2018,"Baltimore County, MD",24005,9787,29.92,38.36,38.52,3233.33,27.32,10.93,31737365,61556,828431,406707,60402,50994500,535059
2018,"Carroll County, MD",24013,1776,30.19,38.71,38.94,3395.24,26.98,10.83,7470357,63039,168429,62127,49090,10617626,84431
2017,"Carroll County, MD",24013,1570,30.08,38.56,38.78,3359.34,26.74,10.77,7165883,60423,167620,62842,48465,10128154,84581
2016,"Carroll County, MD",24013,1737,29.91,38.66,38.88,3343.68,26.35,10.01,6965249,58699,167110,62033,47326,9809204,83216
2017,"Cecil County, MD",24015,1145,28.26,38.44,38.65,3304.58,27.46,10.77,3015569,45650,102573,34382,53087,4682443,44045
2018,"Cecil County, MD",24015,1155,28.22,38.35,38.59,3293.06,27.86,10.62,3138956,47695,102826,34922,54469,4904269,44873
2016,"Cecil County, MD",24015,1106,28.04,38.38,38.62,3315.62,27.77,11.11,2940681,44440,102567,34160,52053,4558042,43760
2017,"Charles County, MD",24017,1842,29.26,38.18,38.25,3194.89,28.12,10.29,6174361,54857,159451,45224,46023,8747058,65474
2018,"Charles County, MD",24017,1863,29.47,38.46,38.53,3224.94,28.14,10.25,6498401,57051,161503,45096,46513,9213935,66072
2016,"Charles County, MD",24017,1812,29.19,38.37,38.47,3229.77,27.87,10.47,5973130,53773,157336,46483,47053,8460453,65421
2016,"Frederick County, MD",24021,2839,30.05,38.62,38.8,3353.25,26.42,11.27,10244538,57697,247224,107926,54644,14264016,142010
2017,"Frederick County, MD",24021,2721,30.26,38.54,38.76,3316.39,26.47,11.51,10762927,59455,250959,109189,55222,14920693,144645
2018,"Frederick County, MD",24021,2969,30.26,38.5,38.73,3322.29,26.61,10.91,11371663,61869,255648,110769,56018,15816571,147281
2017,"Harford County, MD",24025,2624,29.87,38.57,38.68,3340.08,27.19,11.48,9869454,56436,251890,100837,57583,14215587,129993
2016,"Harford County, MD",24025,2699,29.7,38.53,38.69,3327.1,26.94,10.66,9549474,54868,250361,98968,57103,13736691,127394
2018,"Harford County, MD",24025,2638,30.15,38.42,38.64,3323.43,27.41,11.36,10328437,58841,253956,101652,58421,14942932,131675
2018,"Howard County, MD",24027,3405,31.64,38.42,38.57,3240.04,25.95,10.55,18745279,78416,323196,185528,73718,25343597,237767
2017,"Howard County, MD",24027,3528,31.67,38.44,38.62,3259.67,25.83,10.24,17810317,75026,319374,183281,71567,23961224,233913
2016,"Howard County, MD",24027,3569,31.46,38.51,38.68,3270.17,25.7,9.88,17259932,73266,315619,181298,71127,23124072,230885
2017,"Montgomery County, MD",24031,12681,31.6,38.53,38.65,3278.47,25.62,11.42,63021290,85345,1048244,511694,86266,89462226,714788
2016,"Montgomery County, MD",24031,13123,31.47,38.52,38.67,3281.25,25.45,11.25,62048671,83956,1040245,506373,85655,87334533,707590
2018,"Montgomery County, MD",24031,12401,31.77,38.56,38.65,3293.84,25.84,11.23,65879074,89690,1052567,517537,88528,94404295,728259
2016,"Prince George's County, MD",24033,12296,29.36,38.44,38.49,3216.2,27.64,10.1,28693054,46048,907939,341018,56376,41809153,470070
2018,"Prince George's County, MD",24033,12159,29.66,38.38,38.46,3213.53,27.94,10.19,30741538,49420,909308,350934,58398,44938165,488809
2017,"Prince George's County, MD",24033,12393,29.5,38.36,38.4,3204.24,27.78,10.25,29553423,47348,908801,348194,57382,43030211,479769
2016,"St. Mary's County, MD",24037,1425,28.72,38.62,38.83,3379.42,27.44,11.76,4097709,53482,111689,48311,72484,5973342,60438
2017,"St. Mary's County, MD",24037,1352,29.2,38.77,38.91,3384.63,27.71,11.56,4203493,54446,112413,48712,73382,6120472,61186
2018,"St. Mary's County, MD",24037,1328,29.27,38.65,38.88,3343.41,27.49,11.63,4375024,56820,112664,49726,75190,6401617,62531
2017,"Washington County, MD",24043,1638,27.85,38.45,38.64,3258.96,27.7,11.56,4205864,45087,150288,70880,50501,6775970,86665
2016,"Washington County, MD",24043,1694,28.02,38.48,38.64,3254.73,27.38,11.44,4118330,44355,149665,71309,50028,6638338,86589
2018,"Washington County, MD",24043,1686,28.24,38.48,38.67,3282.91,27.49,11.07,4387207,47092,150926,70361,52399,7107398,86622
2016,"Baltimore city, MD",24510,8504,27.98,38.24,38.38,3136.78,27.79,9.76,16373637,47510,615849,357167,75497,29258849,422759
2018,"Baltimore city, MD",24510,7681,28.47,38.23,38.38,3137.87,27.88,10.3,17275887,51357,602495,365670,77376,30942036,436419
2017,"Baltimore city, MD",24510,7941,28.39,38.22,38.33,3133.36,27.99,10.19,16758816,48945,609841,360416,76379,29848385,428586
2018,"Barnstable County, MA",25001,1496,30.74,38.78,38.98,3371.01,26.36,11.16,8170191,74756,213413,103552,50400,15953917,154467
2017,"Barnstable County, MA",25001,1546,30.6,38.79,38.97,3374.6,26.22,11.2,7829745,70777,213482,103225,49105,15109606,152680
2016,"Barnstable County, MA",25001,1601,29.9,38.76,38.88,3354.59,25.82,10.71,7523978,68022,213446,102222,47893,14518929,151452
2017,"Berkshire County, MA",25003,993,29.09,38.76,38.87,3256.3,26.19,11.81,3738814,54135,126485,66562,49674,6847305,85969
2016,"Berkshire County, MA",25003,1027,29.19,38.83,38.87,3273.61,26.37,11.49,3652847,52595,127106,66421,48761,6685178,85653
2018,"Berkshire County, MA",25003,1002,29.46,38.75,38.81,3287.72,26.99,11.98,3836122,56503,126348,66160,50911,7139095,86070
2016,"Bristol County, MA",25005,5643,29.29,38.63,38.81,3281.29,26.75,12.19,17734705,49676,557848,235689,53324,27711404,296911
2018,"Bristol County, MA",25005,5487,29.56,38.62,38.76,3266.89,27.33,12.43,19731674,54089,564022,239617,56580,30507146,305306
2017,"Bristol County, MA",25005,5733,29.28,38.62,38.78,3277.95,26.94,12.21,18784130,51710,560571,238583,55727,28987051,302251
2016,"Essex County, MA",25009,8386,30.06,38.68,38.88,3309.59,26.21,11.7,31654944,62011,780367,340798,59701,48391019,459558
2017,"Essex County, MA",25009,8655,30.28,38.7,38.88,3313.41,26.35,11.71,33174360,64354,785160,343185,61409,50528396,466336
2018,"Essex County, MA",25009,8377,30.39,38.65,38.88,3306.77,26.58,11.62,34843719,67507,790638,343670,63035,53373826,471674
2017,"Hampden County, MA",25013,4975,28.47,38.57,38.79,3261.14,27.62,11.66,13505306,49416,468268,220945,54856,23139891,269600
2018,"Hampden County, MA",25013,4926,28.55,38.57,38.81,3281.32,27.89,11.3,13933257,51187,470406,222331,55772,24078593,272639
2016,"Hampden County, MA",25013,4956,28.26,38.67,38.9,3297.77,27.45,11.8,13036228,48230,468168,219678,53994,22579646,266724
2017,"Hampshire County, MA",25015,1003,31.4,38.91,39.06,3375.2,26.16,12.54,5290830,50857,161238,73180,50602,8200144,98719
2018,"Hampshire County, MA",25015,948,31.45,38.78,38.86,3346.87,26.5,12.38,5441187,52984,161355,73668,51517,8549247,99855
2016,"Hampshire County, MA",25015,1009,31.08,38.92,39.03,3369.7,25.54,12.31,5179029,49395,161510,71904,48735,7977826,97587
2016,"Middlesex County, MA",25017,17198,31.93,38.75,38.94,3317.14,25.08,12.24,82127300,76452,1595238,953328,80080,121959058,1223287
2017,"Middlesex County, MA",25017,16736,32.06,38.73,38.91,3307.86,25.26,12.07,86589078,79583,1604994,967340,82654,127729711,1244259
2018,"Middlesex County, MA",25017,16603,32.15,38.69,38.88,3302.67,25.38,11.88,90915722,83795,1614714,992367,85494,135305077,1279600
2018,"Norfolk County, MA",25021,7033,32.39,38.69,38.8,3323.12,25.32,12.11,42915266,92285,705388,376826,69107,65096775,503433
2016,"Norfolk County, MA",25021,7341,32.18,38.72,38.89,3329.26,24.97,11.92,39323714,84259,697353,370135,66274,58758136,489544
2017,"Norfolk County, MA",25021,7134,32.28,38.7,38.83,3312.66,25.13,12.27,40841288,87474,701317,372656,67222,61346888,494834
2017,"Plymouth County, MA",25023,5189,30.89,38.69,38.85,3341.05,26.29,12.25,22294338,64316,514969,205930,56201,33120929,280632
2018,"Plymouth County, MA",25023,5028,31.18,38.67,38.81,3341.9,26.56,12.33,23415878,67505,518132,207864,57645,34976503,285230
2016,"Plymouth County, MA",25023,5135,30.79,38.68,38.85,3347.99,26.2,12.23,21091360,61925,511865,201947,54176,31697414,275275
2017,"Suffolk County, MA",25025,9359,30.88,38.64,38.79,3264.05,26.06,12.34,39564553,77036,801455,718152,106239,61740846,850476
2016,"Suffolk County, MA",25025,9384,30.72,38.68,38.8,3258.04,25.78,11.92,35979605,71701,793322,704562,100695,56881813,831485
2018,"Suffolk County, MA",25025,9072,31.15,38.59,38.73,3244.73,26.04,11.85,41613315,81152,807252,725047,110790,65510103,864086
2018,"Worcester County, MA",25027,8335,30.11,38.59,38.74,3289.9,27.08,11.56,32213023,57003,830839,372675,60560,47360665,479662
2017,"Worcester County, MA",25027,8513,29.75,38.7,38.85,3309.99,26.93,11.62,30695999,54439,825929,369028,59301,44962393,472647
2016,"Worcester County, MA",25027,8678,29.71,38.69,38.88,3310.86,26.58,11.49,29684738,52897,820631,362510,57672,43408662,462542
2017,"Allegan County, MI",26005,1306,28.1,38.53,38.75,3330.01,27.98,11.52,3225045,42787,116433,40440,49309,4981870,54576
2018,"Allegan County, MI",26005,1416,28.46,38.58,38.73,3392.26,27.94,12.04,3417802,45182,117327,41806,51417,5301034,56298
2016,"Allegan County, MI",26005,1364,27.88,38.59,38.78,3392.31,27.59,11.36,3072754,41434,114995,40667,47256,4764675,54457
2016,"Bay County, MI",26017,1061,27.82,38.85,38.96,3376.93,28.2,12.72,2242776,39443,104469,37758,45945,4120561,47519
2017,"Bay County, MI",26017,1009,27.75,38.86,38.97,3352.02,28.28,12.84,2262446,40192,104189,36916,46424,4187549,46766
2018,"Bay County, MI",26017,947,27.83,38.78,38.97,3342.42,28.54,13.91,2303442,41722,103923,36672,47634,4335883,46736
2016,"Berrien County, MI",26021,1720,27.45,38.68,38.79,3308.99,28.12,11.66,3961703,44018,154473,65953,51521,6799653,82699
2018,"Berrien County, MI",26021,1674,28.1,38.63,38.73,3291.82,28.37,11.52,4186237,47430,154141,66288,54008,7310968,83909
2017,"Berrien County, MI",26021,1737,27.88,38.68,38.82,3315.07,28.46,11.4,4103432,45651,154362,66511,52660,7046806,83707
2017,"Calhoun County, MI",26025,1535,27.18,38.5,38.72,3263.08,28.57,13.64,2925346,38608,134358,59605,57168,5187262,70880
2018,"Calhoun County, MI",26025,1537,27.2,38.69,39.05,3292.08,28.11,13.95,3032647,40276,134487,58867,58767,5416654,70390
2016,"Calhoun County, MI",26025,1660,26.92,38.71,38.92,3288.7,28.12,14.55,2881368,37994,134370,60355,56455,5105289,71224
2018,"Eaton County, MI",26045,1106,28.38,38.79,38.74,3349.34,28.17,14.55,2885207,42693,109826,44770,51603,4688757,56843
2016,"Eaton County, MI",26045,1139,28.26,38.61,38.85,3306.55,27.32,13.54,2713482,39751,109165,44120,48927,4339376,55688
2017,"Eaton County, MI",26045,1097,28.4,38.56,38.72,3326.96,27.77,13.27,2781283,40948,109477,44298,49845,4482877,56084
2017,"Genesee County, MI",26049,4739,27.26,38.23,38.42,3207.11,27.81,11.95,8990129,39380,407673,145798,47884,16054031,187742
2016,"Genesee County, MI",26049,4819,27.1,38.23,38.47,3206.53,27.65,11.78,8656002,38398,408901,144950,47094,15700804,186003
2018,"Genesee County, MI",26049,4558,27.6,38.27,38.46,3205.51,27.94,11.95,9284067,41068,406892,146812,49070,16710172,189743
2016,"Ingham County, MI",26065,3414,28.35,38.58,38.81,3269.07,27.37,13.25,6689346,37918,289937,155691,54207,10993769,188416
2017,"Ingham County, MI",26065,3237,28.68,38.56,38.66,3249.94,27.8,12.82,6882204,38893,292327,158163,54983,11369376,191574
2018,"Ingham County, MI",26065,3049,28.66,38.52,38.53,3262.53,27.69,14.06,7167411,40761,292735,158202,56867,11932122,192546
2017,"Jackson County, MI",26075,1772,27.23,38.45,38.66,3279.43,27.85,11.94,3519380,38031,158690,60427,52265,6035203,75398
2016,"Jackson County, MI",26075,1778,27.27,38.52,38.71,3299.43,27.86,11.93,3425979,37336,158321,60820,50786,5911059,75585
2018,"Jackson County, MI",26075,1741,27.34,38.5,38.73,3267.48,28.2,12.11,3664447,39832,158823,61096,53703,6326183,76434
2016,"Kalamazoo County, MI",26077,3163,28.12,38.81,38.9,3334.13,27.69,14.76,7350615,45350,261317,125619,55310,11850689,153155
2017,"Kalamazoo County, MI",26077,3033,28.5,38.64,38.76,3296.96,27.62,14.19,7632370,46675,263001,127072,57096,12275693,155827
2018,"Kalamazoo County, MI",26077,3074,28.68,38.68,38.76,3336.49,27.82,15.95,7944422,48723,264870,129829,58575,12905261,159335
2017,"Kent County, MI",26081,8697,28.88,38.58,38.76,3305.16,27.41,11.86,20863547,51268,649231,420359,55283,33284501,501333
2018,"Kent County, MI",26081,8648,28.88,38.54,38.73,3306.64,27.77,11.67,21911749,53935,653786,430017,56876,35262035,513500
2016,"Kent County, MI",26081,8811,28.63,38.55,38.77,3322.47,27.27,11.9,19899160,50702,643927,413649,53863,32648236,490753
2016,"Livingston County, MI",26093,1783,30.11,38.68,38.93,3372.49,26.14,14.49,7224453,53924,188582,62604,43773,10169142,87808
2017,"Livingston County, MI",26093,1764,30.37,38.61,38.92,3367.12,26.58,14.4,7541467,55861,189886,65505,45437,10607151,91269
2018,"Livingston County, MI",26093,1704,30.34,38.64,38.89,3369.81,26.89,14.39,7856782,58326,191224,66932,46837,11153350,93318
2017,"Macomb County, MI",26099,9240,29.19,38.32,38.44,3230.63,27.39,12.59,25817555,44645,871976,349694,58327,38929343,448458
2016,"Macomb County, MI",26099,9416,29.11,38.39,38.56,3253.58,27.11,12.73,24782320,43416,868739,342434,56821,37716866,438233
2018,"Macomb County, MI",26099,9171,29.26,38.4,38.55,3256.85,27.55,12.59,26806882,46530,874759,354206,59363,40702898,456003
2017,"Monroe County, MI",26115,1482,28.25,38.39,38.56,3322.24,28.13,12.79,4488874,45498,149592,43729,52862,6806075,57797
2016,"Monroe County, MI",26115,1526,28.11,38.34,38.49,3301.6,28.0,12.49,4298990,43757,149227,44194,50536,6529760,57979
2018,"Monroe County, MI",26115,1468,28.51,38.44,38.56,3331.18,28.17,13.01,4681284,47496,150439,43746,54265,7145290,58168
2018,"Muskegon County, MI",26121,2051,26.91,38.15,38.4,3218.18,28.37,11.03,3872270,39072,173588,66634,49108,6782353,81955
2016,"Muskegon County, MI",26121,2127,26.92,38.3,38.6,3231.02,27.71,10.1,3584918,36235,173242,65393,46860,6277491,79856
2017,"Muskegon County, MI",26121,2125,27.25,38.31,38.59,3240.13,27.95,10.36,3707605,37207,173656,66342,47759,6461284,81297
2016,"Oakland County, MI",26125,13665,30.26,38.54,38.69,3279.37,25.93,13.36,56403504,66667,1251126,773126,65292,83409021,982110
2018,"Oakland County, MI",26125,13182,30.57,38.57,38.67,3291.98,26.28,13.08,61075921,72741,1259201,794204,68979,91595253,1010881
2017,"Oakland County, MI",26125,13235,30.49,38.5,38.57,3273.54,26.14,13.15,58859881,69410,1256182,783180,67479,87191829,994119
2017,"Ottawa County, MI",26139,3264,28.99,38.58,38.77,3398.71,26.85,11.26,8876223,47043,286922,130691,52352,13497791,166001
2016,"Ottawa County, MI",26139,3441,28.83,38.68,38.98,3407.91,26.62,11.22,8425447,45095,283907,128891,50768,12802838,162540
2018,"Ottawa County, MI",26139,3138,29.15,38.56,38.7,3376.78,27.31,11.1,9374367,49418,290494,133789,53976,14355612,170048
2016,"Saginaw County, MI",26145,2190,27.22,38.76,38.54,3222.94,28.35,11.25,3829661,36722,192525,89979,48205,7069810,107992
